,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Adj Close,ETH-USD_Volume,EURUSD=X_Open,EURUSD=X_High,EURUSD=X_Low,EURUSD=X_Close,EURUSD=X_Adj Close,EURUSD=X_Volume,JPY=X_Open,JPY=X_High,JPY=X_Low,JPY=X_Close,JPY=X_Adj Close,JPY=X_Volume,CNY=X_Open,CNY=X_High,CNY=X_Low,CNY=X_Close,CNY=X_Adj Close,CNY=X_Volume,GBPUSD=X_Open,GBPUSD=X_High,GBPUSD=X_Low,GBPUSD=X_Close,GBPUSD=X_Adj Close,GBPUSD=X_Volume,^GSPC_Open,^GSPC_High,^GSPC_Low,^GSPC_Close,^GSPC_Adj Close,^GSPC_Volume,^IXIC_Open,^IXIC_High,^IXIC_Low,^IXIC_Close,^IXIC_Adj Close,^IXIC_Volume,GC=F_Open,GC=F_High,GC=F_Low,GC=F_Close,GC=F_Adj Close,GC=F_Volume
2020-03-31,132.8209228515625,134.27413940429688,131.65289306640625,133.59356689453125,133.59356689453125,11065246317.0,1.1028398275375366,1.1043622493743896,1.092967867851257,1.1030466556549072,1.1030466556549072,0.0,108.05599975585938,108.71199798583984,107.46499633789062,108.03500366210938,108.03500366210938,0.0,7.099199771881104,7.099699974060059,7.072500228881836,7.099199771881104,7.099199771881104,0.0,1.2365524768829346,1.246945023536682,1.2267379760742188,1.2371643781661987,1.2371643781661987,0.0,2614.68994140625,2641.389892578125,2571.14990234375,2584.590087890625,2584.590087890625,6576210000.0,7740.06005859375,7880.31005859375,7642.85986328125,7700.10009765625,7700.10009765625,4078960000.0,1618.699951171875,1621.0,1576.0,1583.4000244140625,1583.4000244140625,2874.0
2020-04-01,133.61231994628906,135.63455200195312,129.73094177246094,135.63455200195312,135.63455200195312,12456564435.0,1.1028155088424685,1.1037527322769165,1.0918699502944946,1.102657437324524,1.102657437324524,0.0,107.45700073242188,107.89700317382812,107.02899932861328,107.50800323486328,107.50800323486328,0.0,7.081399917602539,7.105400085449219,7.0802001953125,7.081399917602539,7.081399917602539,0.0,1.2411566972732544,1.2438429594039917,1.23350191116333,1.2408487796783447,1.2408487796783447,0.0,2498.080078125,2522.75,2447.489990234375,2470.5,2470.5,5964000000.0,7459.5,7566.3701171875,7301.97998046875,7360.580078125,7360.580078125,3700040000.0,1570.0,1600.0,1570.0,1578.199951171875,1578.199951171875,2158.0
2020-04-02,135.732177734375,146.78709411621094,135.732177734375,142.02914428710938,142.02914428710938,15322861686.0,1.0950982570648191,1.0962989330291748,1.0844340324401855,1.0953621864318848,1.0953621864318848,0.0,107.28600311279295,107.97799682617188,107.03399658203124,107.25700378417967,107.25700378417967,0.0,7.099299907684326,7.106100082397461,7.082900047302246,7.099299907684326,7.099299907684326,0.0,1.238175392150879,1.2465564012527466,1.235498309135437,1.238236665725708,1.238236665725708,0.0,2458.5400390625,2533.219970703125,2455.7900390625,2526.89990234375,2526.89990234375,6464190000.0,7317.4501953125,7501.7001953125,7307.9501953125,7487.31005859375,7487.31005859375,3622170000.0,1590.9000244140625,1631.199951171875,1586.0,1625.699951171875,1625.699951171875,1294.0
2020-04-03,142.11045837402344,146.89987182617188,139.619384765625,142.09130859375,142.09130859375,13184603402.0,1.084386944770813,1.085894227027893,1.0776199102401731,1.0847399234771729,1.0847399234771729,0.0,108.0469970703125,108.6719970703125,107.81300354003906,108.0009994506836,108.0009994506836,0.0,7.083199977874756,7.097799777984619,7.07889986038208,7.083199977874756,7.083199977874756,0.0,1.2391880750656128,1.2394031286239624,1.2207329273223877,1.2394952774047852,1.2394952774047852,0.0,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,2488.64990234375,6096970000.0,7477.27001953125,7518.72021484375,7288.10986328125,7373.080078125,7373.080078125,3294260000.0,1624.5,1636.0,1619.800048828125,1633.699951171875,1633.699951171875,643.0
2020-04-04,142.21517944335938,145.37730407714844,140.121826171875,145.21939086914062,145.21939086914062,11946658257.0,1.084386944770813,1.085894227027893,1.0776199102401731,1.0847399234771729,1.0847399234771729,0.0,108.0469970703125,108.6719970703125,107.81300354003906,108.0009994506836,108.0009994506836,0.0,7.083199977874756,7.097799777984619,7.07889986038208,7.083199977874756,7.083199977874756,0.0,1.2391880750656128,1.2394031286239624,1.2207329273223877,1.2394952774047852,1.2394952774047852,0.0,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,2488.64990234375,6096970000.0,7477.27001953125,7518.72021484375,7288.10986328125,7373.080078125,7373.080078125,3294260000.0,1624.5,1636.0,1619.800048828125,1633.699951171875,1633.699951171875,643.0
2020-04-05,145.26101684570312,146.12852478027344,142.10208129882812,143.54664611816406,143.54664611816406,11280993591.0,1.084386944770813,1.085894227027893,1.0776199102401731,1.0847399234771729,1.0847399234771729,0.0,108.0469970703125,108.6719970703125,107.81300354003906,108.0009994506836,108.0009994506836,0.0,7.083199977874756,7.097799777984619,7.07889986038208,7.083199977874756,7.083199977874756,0.0,1.2391880750656128,1.2394031286239624,1.2207329273223877,1.2394952774047852,1.2394952774047852,0.0,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,2488.64990234375,6096970000.0,7477.27001953125,7518.72021484375,7288.10986328125,7373.080078125,7373.080078125,3294260000.0,1624.5,1636.0,1619.800048828125,1633.699951171875,1633.699951171875,643.0
2020-04-06,143.60821533203125,169.27264404296875,143.5446014404297,169.13587951660156,169.13587951660156,21636382525.0,1.0808240175247192,1.083435297012329,1.0769248008728027,1.0806955099105835,1.0806955099105835,0.0,108.6790008544922,109.35299682617188,108.6790008544922,108.69300079345705,108.69300079345705,0.0,7.091300010681152,7.09149980545044,7.09119987487793,7.091300010681152,7.091300010681152,0.0,1.2219561338424685,1.2327415943145752,1.2212845087051392,1.2220158576965332,1.2220158576965332,0.0,2578.280029296875,2676.85009765625,2574.570068359375,2663.679931640625,2663.679931640625,6403840000.0,7660.169921875,7938.330078125,7617.7900390625,7913.240234375,7913.240234375,3849130000.0,1629.0999755859375,1696.699951171875,1625.9000244140625,1677.0,1677.0,1063.0
2020-04-07,169.14744567871094,175.20413208007812,164.2033233642578,165.10194396972656,165.10194396972656,21659346091.0,1.0801936388015747,1.0923351049423218,1.0791398286819458,1.0803803205490112,1.0803803205490112,0.0,109.08599853515624,109.1269989013672,108.6760025024414,109.11499786376952,109.11499786376952,0.0,7.091300010681152,7.091599941253662,7.035799980163574,7.091300010681152,7.091300010681152,0.0,1.223481059074402,1.238236665725708,1.222045660018921,1.2240501642227173,1.2240501642227173,0.0,2738.64990234375,2756.889892578125,2657.669921875,2659.409912109375,2659.409912109375,7050410000.0,8129.990234375,8146.43017578125,7881.22021484375,7887.259765625,7887.259765625,4085960000.0,1695.699951171875,1724.4000244140625,1658.0,1664.800048828125,1664.800048828125,1144.0
2020-04-08,165.24032592773438,173.21026611328125,164.49319458007812,172.64173889160156,172.64173889160156,17063110836.0,1.0894314050674438,1.0896213054656982,1.083177089691162,1.0895144939422607,1.0895144939422607,0.0,108.66500091552734,109.0739974975586,108.51300048828124,108.6510009765625,108.6510009765625,0.0,7.0447998046875,7.0690999031066895,7.0447998046875,7.0447998046875,7.0447998046875,0.0,1.2337453365325928,1.2418040037155151,1.2289540767669678,1.2338672876358032,1.2338672876358032,0.0,2685.0,2760.75,2663.300048828125,2749.97998046875,2749.97998046875,5875710000.0,7975.72021484375,8114.43017578125,7901.93994140625,8090.89990234375,8090.89990234375,3487440000.0,1669.699951171875,1677.0,1662.5,1665.4000244140625,1665.4000244140625,747.0
2020-04-09,172.76126098632812,172.8977813720703,167.98712158203125,170.80714416503906,170.80714416503906,14901696210.0,1.0861183404922483,1.0943553447723389,1.0841801166534424,1.0863661766052246,1.0863661766052246,0.0,108.89900207519533,109.05799865722656,108.36000061035156,108.9219970703125,108.9219970703125,0.0,7.064899921417236,7.072000026702881,7.031000137329102,7.064899921417236,7.064899921417236,0.0,1.2391726970672607,1.2475205659866333,1.2362467050552368,1.23931086063385,1.23931086063385,0.0,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,2789.820068359375,7899550000.0,8169.009765625,8227.91015625,8072.31982421875,8153.580078125,8153.580078125,4145460000.0,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,1736.199951171875,825.0
2020-04-10,170.8292694091797,170.94976806640625,154.9144744873047,158.41244506835938,158.41244506835938,17980944616.0,1.0925976037979126,1.0954102277755735,1.0921083688735962,1.0927408933639526,1.0927408933639526,0.0,108.5510025024414,108.56400299072266,108.3290023803711,108.56099700927734,108.56099700927734,0.0,7.042200088500977,7.04610013961792,7.028800010681152,7.042200088500977,7.042200088500977,0.0,1.2459816932678225,1.2488136291503906,1.2449579238891602,1.2454850673675537,1.2454850673675537,0.0,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,2789.820068359375,7899550000.0,8169.009765625,8227.91015625,8072.31982421875,8153.580078125,8153.580078125,4145460000.0,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,1736.199951171875,825.0
2020-04-11,158.5389862060547,161.16757202148438,155.29833984375,158.2160186767578,158.2160186767578,13555089447.0,1.0925976037979126,1.0954102277755735,1.0921083688735962,1.0927408933639526,1.0927408933639526,0.0,108.5510025024414,108.56400299072266,108.3290023803711,108.56099700927734,108.56099700927734,0.0,7.042200088500977,7.04610013961792,7.028800010681152,7.042200088500977,7.042200088500977,0.0,1.2459816932678225,1.2488136291503906,1.2449579238891602,1.2454850673675537,1.2454850673675537,0.0,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,2789.820068359375,7899550000.0,8169.009765625,8227.91015625,8072.31982421875,8153.580078125,8153.580078125,4145460000.0,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,1736.199951171875,825.0
2020-04-12,158.23239135742188,164.51695251464844,156.3205108642578,161.14242553710938,161.14242553710938,15123721386.0,1.0925976037979126,1.0954102277755735,1.0921083688735962,1.0927408933639526,1.0927408933639526,0.0,108.5510025024414,108.56400299072266,108.3290023803711,108.56099700927734,108.56099700927734,0.0,7.042200088500977,7.04610013961792,7.028800010681152,7.042200088500977,7.042200088500977,0.0,1.2459816932678225,1.2488136291503906,1.2449579238891602,1.2454850673675537,1.2454850673675537,0.0,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,2789.820068359375,7899550000.0,8169.009765625,8227.91015625,8072.31982421875,8153.580078125,8153.580078125,4145460000.0,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,1736.199951171875,825.0
2020-04-13,160.72067260742188,160.74969482421875,151.61448669433594,156.27955627441406,156.27955627441406,16465282133.0,1.093135118484497,1.0968520641326904,1.089360237121582,1.0932666063308716,1.0932666063308716,0.0,108.3499984741211,108.37100219726562,107.56300354003906,108.33599853515624,108.33599853515624,0.0,7.035099983215332,7.054800033569336,7.035099983215332,7.035099983215332,7.035099983215332,0.0,1.2459040880203247,1.253337025642395,1.2455781698226929,1.2461059093475342,1.2461059093475342,0.0,2782.4599609375,2782.4599609375,2721.169921875,2761.6298828125,2761.6298828125,5319530000.0,8127.68994140625,8200.4404296875,8035.9501953125,8192.419921875,8192.419921875,3184660000.0,1722.0,1756.800048828125,1710.699951171875,1744.800048828125,1744.800048828125,696.0
2020-04-14,156.35595703125,160.94427490234375,155.86593627929688,157.5963897705078,157.5963897705078,14723156630.0,1.0919533967971802,1.0983941555023191,1.0915720462799072,1.0922993421554563,1.0922993421554563,0.0,107.63200378417967,107.7490005493164,107.072998046875,107.6230010986328,107.6230010986328,0.0,7.051599979400635,7.061699867248535,7.04010009765625,7.051599979400635,7.051599979400635,0.0,1.2520345449447632,1.2620844841003418,1.2511730194091797,1.2523951530456543,1.2523951530456543,0.0,2805.10009765625,2851.85009765625,2805.10009765625,2846.06005859375,2846.06005859375,5615730000.0,8353.2099609375,8531.1103515625,8338.080078125,8515.740234375,8515.740234375,3767410000.0,1756.800048828125,1775.0,1739.5,1756.699951171875,1756.699951171875,675.0
2020-04-15,157.56564331054688,160.71112060546875,152.80284118652344,153.28689575195312,153.28689575195312,14171753737.0,1.0982372760772705,1.0989010334014893,1.0857645273208618,1.098538875579834,1.098538875579834,0.0,107.10399627685548,107.83699798583984,106.93000030517578,107.10399627685548,107.10399627685548,0.0,7.048099994659424,7.066500186920166,7.042799949645996,7.048299789428711,7.048299789428711,0.0,1.262403130531311,1.262785792350769,1.244075059890747,1.26262629032135,1.26262629032135,0.0,2795.639892578125,2801.8798828125,2761.5400390625,2783.360107421875,2783.360107421875,5208000000.0,8355.9599609375,8464.66015625,8308.7900390625,8393.1796875,8393.1796875,3347920000.0,1739.4000244140625,1744.9000244140625,1722.699951171875,1727.199951171875,1727.199951171875,642.0
2020-04-16,153.20042419433594,173.1572723388672,150.3594207763672,172.15737915039062,172.15737915039062,22910469236.0,1.090381741523743,1.0907741785049438,1.0829660892486572,1.0905101299285889,1.0905101299285889,0.0,107.61599731445312,108.0770034790039,107.18599700927734,107.60900115966795,107.60900115966795,0.0,7.066500186920166,7.081999778747559,7.063199996948242,7.066500186920166,7.066500186920166,0.0,1.2521913051605225,1.2526618242263794,1.241434097290039,1.252097249031067,1.252097249031067,0.0,2799.340087890625,2806.510009765625,2764.320068359375,2799.550048828125,2799.550048828125,5228810000.0,8479.1103515625,8560.16015625,8393.26953125,8532.3603515625,8532.3603515625,4057800000.0,1731.0,1750.5999755859375,1715.0,1720.4000244140625,1720.4000244140625,162.0
2020-04-17,172.2794189453125,174.27590942382812,169.75157165527344,171.63858032226562,171.63858032226562,16714684266.0,1.0860122442245483,1.0893245935440063,1.0812681913375854,1.0858471393585205,1.0858471393585205,0.0,107.93399810791016,107.94300079345705,107.30599975585938,107.94499969482422,107.94499969482422,0.0,7.078800201416016,7.080900192260742,7.06220006942749,7.078800201416016,7.078800201416016,0.0,1.2487823963165283,1.25231671333313,1.2408641576766968,1.2487823963165283,1.2487823963165283,0.0,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,2874.56005859375,5804810000.0,8667.48046875,8670.2998046875,8531.6904296875,8650.1396484375,8650.1396484375,4348310000.0,1715.699951171875,1725.0,1684.9000244140625,1689.199951171875,1689.199951171875,223.0
2020-04-18,171.61807250976562,187.9404754638672,171.61807250976562,186.9140014648437,186.9140014648437,20160323443.0,1.0860122442245483,1.0893245935440063,1.0812681913375854,1.0858471393585205,1.0858471393585205,0.0,107.93399810791016,107.94300079345705,107.30599975585938,107.94499969482422,107.94499969482422,0.0,7.078800201416016,7.080900192260742,7.06220006942749,7.078800201416016,7.078800201416016,0.0,1.2487823963165283,1.25231671333313,1.2408641576766968,1.2487823963165283,1.2487823963165283,0.0,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,2874.56005859375,5804810000.0,8667.48046875,8670.2998046875,8531.6904296875,8650.1396484375,8650.1396484375,4348310000.0,1715.699951171875,1725.0,1684.9000244140625,1689.199951171875,1689.199951171875,223.0
2020-04-19,186.8619842529297,188.0989227294922,180.12081909179688,181.61495971679688,181.61495971679688,19146038381.0,1.0860122442245483,1.0893245935440063,1.0812681913375854,1.0858471393585205,1.0858471393585205,0.0,107.93399810791016,107.94300079345705,107.30599975585938,107.94499969482422,107.94499969482422,0.0,7.078800201416016,7.080900192260742,7.06220006942749,7.078800201416016,7.078800201416016,0.0,1.2487823963165283,1.25231671333313,1.2408641576766968,1.2487823963165283,1.2487823963165283,0.0,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,2874.56005859375,5804810000.0,8667.48046875,8670.2998046875,8531.6904296875,8650.1396484375,8650.1396484375,4348310000.0,1715.699951171875,1725.0,1684.9000244140625,1689.199951171875,1689.199951171875,223.0
2020-04-20,181.480224609375,186.0835418701172,170.32127380371094,172.2971649169922,172.2971649169922,21266681335.0,1.0866258144378662,1.0897043943405151,1.084304690361023,1.0866966247558594,1.0866966247558594,0.0,107.68900299072266,107.9459991455078,107.60199737548828,107.66999816894533,107.66999816894533,0.0,7.072199821472168,7.081500053405762,7.063600063323975,7.072199821472168,7.072199821472168,0.0,1.248751163482666,1.249156832695007,1.2418195009231567,1.248751163482666,1.248751163482666,0.0,2845.6201171875,2868.97998046875,2820.429931640625,2823.159912109375,2823.159912109375,5228630000.0,8553.3798828125,8684.91015625,8553.3798828125,8560.73046875,8560.73046875,3827370000.0,1686.0,1701.5999755859375,1680.0,1701.5999755859375,1701.5999755859375,106.0
2020-04-21,172.01771545410156,175.178466796875,170.55284118652344,172.73770141601562,172.73770141601562,16458767984.0,1.0863542556762695,1.0879971981048584,1.081794500350952,1.0864840745925903,1.0864840745925903,0.0,107.6709976196289,107.81199645996094,107.2959976196289,107.66899871826172,107.66899871826172,0.0,7.072400093078613,7.085400104522705,7.070499897003174,7.072400093078613,7.072400093078613,0.0,1.2442454099655151,1.244400143623352,1.2263468503952026,1.2442762851715088,1.2442762851715088,0.0,2784.81005859375,2785.5400390625,2727.10009765625,2736.56005859375,2736.56005859375,5121010000.0,8460.6904296875,8480.2900390625,8215.6904296875,8263.23046875,8263.23046875,3788180000.0,1697.0,1707.0999755859375,1659.9000244140625,1678.199951171875,1678.199951171875,666.0
2020-04-22,172.67039489746094,183.75100708007807,171.82659912109375,182.59957885742188,182.59957885742188,17994666395.0,1.0857409238815308,1.0883169174194336,1.0824267864227295,1.0856467485427856,1.0856467485427856,0.0,107.75,107.93099975585938,107.5260009765625,107.72100067138672,107.72100067138672,0.0,7.070799827575684,7.089700222015381,7.070700168609619,7.070799827575684,7.070799827575684,0.0,1.2302392721176147,1.2383134365081787,1.227596402168274,1.22986102104187,1.22986102104187,0.0,2787.889892578125,2815.10009765625,2775.949951171875,2799.31005859375,2799.31005859375,5084920000.0,8434.5498046875,8537.3095703125,8404.5400390625,8495.3798828125,8495.3798828125,3041520000.0,1696.0,1728.699951171875,1684.800048828125,1728.699951171875,1728.699951171875,453.0
2020-04-23,182.62017822265625,189.0888671875,180.3406524658203,185.02867126464844,185.02867126464844,21275740032.0,1.0806838274002075,1.0843987464904783,1.0758357048034668,1.080964207649231,1.080964207649231,0.0,107.81199645996094,107.97000122070312,107.3499984741211,107.81300354003906,107.81300354003906,0.0,7.083099842071533,7.0854997634887695,7.056700229644775,7.083099842071533,7.083099842071533,0.0,1.2322555780410769,1.2415728569030762,1.23093581199646,1.232392191886902,1.232392191886902,0.0,2810.419921875,2844.89990234375,2794.260009765625,2797.800048828125,2797.800048828125,5773530000.0,8528.83984375,8635.23046875,8475.2001953125,8494.75,8494.75,3759890000.0,1734.0,1745.0999755859375,1733.300048828125,1733.300048828125,1733.300048828125,482.0
2020-04-24,185.2221069335937,190.2103881835937,185.2221069335937,189.2369384765625,189.2369384765625,16788555028.0,1.0776326656341553,1.0817711353302002,1.0727657079696655,1.077702283859253,1.077702283859253,0.0,107.64900207519533,107.75,107.41300201416016,107.66699981689452,107.66699981689452,0.0,7.065199851989746,7.086100101470947,7.065199851989746,7.065199851989746,7.065199851989746,0.0,1.235315203666687,1.237424612045288,1.2299668788909912,1.235223650932312,1.235223650932312,0.0,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,2836.739990234375,5382810000.0,8530.080078125,8642.9296875,8464.419921875,8634.51953125,8634.51953125,3696020000.0,1744.0,1744.0,1714.5,1723.5,1723.5,221.0
2020-04-25,189.2073974609375,196.79237365722656,188.45953369140625,195.5153045654297,195.5153045654297,18260969748.0,1.0776326656341553,1.0817711353302002,1.0727657079696655,1.077702283859253,1.077702283859253,0.0,107.64900207519533,107.75,107.41300201416016,107.66699981689452,107.66699981689452,0.0,7.065199851989746,7.086100101470947,7.065199851989746,7.065199851989746,7.065199851989746,0.0,1.235315203666687,1.237424612045288,1.2299668788909912,1.235223650932312,1.235223650932312,0.0,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,2836.739990234375,5382810000.0,8530.080078125,8642.9296875,8464.419921875,8634.51953125,8634.51953125,3696020000.0,1744.0,1744.0,1714.5,1723.5,1723.5,221.0
